created_date,topic,topic_prob,original_created,original_tweet_id,original_tweet_text,original_user_id,reply_created,reply_tweet_id,reply_text,reply_user_id
2020-04-16,6,0.99999154,2020-04-16 00:33:28,1250583051312250881,"Panorama en México 15 de abril 2020: 5,847 casos confirmados, 11,717 sospechosos, 25,138 negativos y 449 defunciones. Se ha estudiado a 42,702 personas. De casos confirmados, 3,761 (64.32%) han sido leves y 2,086 (35.68%) han requerido hospitalización por #COVID19. https://t.co/94GTJfHzRg",1154180084078501888,2020-04-16 00:42:59,1250585445832024064,"@HLGatell De buena fuente sé que muchos casos de Covid-19 son reportados como EPOC y neumonía atípica. Es así como mantienen baja la tasa de Covid-19. Además, la prueba para Covid-19 tiene un 60% de precisión. ¿El engaño por incapacidad? Renuncia. ¿Por miedo a AMLO? Renuncia. Miserables.",8.743534641759805e+17
2020-04-16,3747,0.6690471,2020-04-16 00:35:24,1250583534575779842,"#Espectáculos: ¿Carlos Rivera de cantante a chef?, después de estar atravesando por la cuarentena mundial causada por el Covid-19, el cantante mexicano comentó que ha descubierto que también es bueno en otras actividades como la cocina.
https://t.co/CSYGiBf4lJ",18461620,2020-04-16 00:45:12,1250586003800240128,"@PeriodicoZocalo .@PeriodicoZocalo :
#Espectáculos: ¿@_CarlosRivera de cantante a chef?, después de estar atravesando por la cuarentena mundial causada por el Covid-19, el cantante mexicano comentó que ha descubierto q también es bueno en otras actividades como la cocina.
https://t.co/NIyE1b2bkz",980859932.0
2020-04-16,6,0.99999154,2020-04-16 00:33:28,1250583051312250881,"Panorama en México 15 de abril 2020: 5,847 casos confirmados, 11,717 sospechosos, 25,138 negativos y 449 defunciones. Se ha estudiado a 42,702 personas. De casos confirmados, 3,761 (64.32%) han sido leves y 2,086 (35.68%) han requerido hospitalización por #COVID19. https://t.co/94GTJfHzRg",1154180084078501888,2020-04-16 00:45:18,1250586028550713344,@HLGatell Se me muere un pariente de covid-19 y que dios te libre de mi furia hijo de tu pt madre,1.227381383229608e+18
2020-04-16,3047,0.97921896,2020-04-16 00:05:05,1250575908295016450,"Director de la OMS pidió a Trump ""poner en cuarentena la politización del covid-19"" y más noticias del coronavirus. Es la Ronda Global con Miguel Ángel Antoñanzas.
https://t.co/IcLo8VYh66",33884545,2020-04-16 00:46:43,1250586382608842755,"@CNNEE #RepatriacionDesdeColombiaYA Somos 90 español@s atrapad@s en #Colombia por #covid-19  y ni la 
@EmbajadaEspCol ni  @MAECgob están haciendo nada. 
Muchos estamos en una situación límite. 
@rac @salvadostv @laSextaTV @telecincoe
@antena3com @La1_tveb @24h_tve
@sextaNoticias",1.2489758076214968e+18
2020-04-16,55,1.0000001,2020-04-16 00:26:29,1250581294574194688,"Por instrucciones de @Claudiashein solicitan a todos los empleados de la red hospitalaria “su consentimiento para donar parte de su salario, el cual se aplicará vía descuento de nómina con la finalidad de contribuir a la lucha contra #Covid_19mx‼️🤬 #ALV https://t.co/CUnToerYMK",74025673,2020-04-16 00:48:17,1250586778546974720,"@laishawilkins @Claudiashein Todavía que les pagan bien poco, que los tienen sin equipos de protección contra el COVID, se atreve a solicitar el consentimiento, pffff de pena ajena este Gobierno",82039767.0
2020-04-16,0,0.9999949,2020-04-16 00:45:37,1250586109035327489,"Informe #COVID19: hoy procesamos 379 muestras, 13 dieron positivo: 11 relacionados a casos confirmados y 2 sin nexo. 4 internados, el resto en aislamiento domiciliario. 7 nuevos recuperados, sumando así 30. Total de confirmados: 174. #QuedateEnCasa @msaludpy https://t.co/TlCnhNUnyj",1030099481533014016,2020-04-16 00:50:19,1250587289513852930,@MazzoleniJulio @msaludpy Y el fallecido en Cnel. Oviedo fue por Covid-19?,1.239911236806103e+18
2020-04-16,6,0.99999154,2020-04-16 00:33:28,1250583051312250881,"Panorama en México 15 de abril 2020: 5,847 casos confirmados, 11,717 sospechosos, 25,138 negativos y 449 defunciones. Se ha estudiado a 42,702 personas. De casos confirmados, 3,761 (64.32%) han sido leves y 2,086 (35.68%) han requerido hospitalización por #COVID19. https://t.co/94GTJfHzRg",1154180084078501888,2020-04-16 00:51:09,1250587498302124036,"@HLGatell Estamos por encima de todos los pises en porcentaje de muertes por COVID, explique por qué",166171297.0
2020-04-16,0,0.9999949,2020-04-16 00:45:37,1250586109035327489,"Informe #COVID19: hoy procesamos 379 muestras, 13 dieron positivo: 11 relacionados a casos confirmados y 2 sin nexo. 4 internados, el resto en aislamiento domiciliario. 7 nuevos recuperados, sumando así 30. Total de confirmados: 174. #QuedateEnCasa @msaludpy https://t.co/TlCnhNUnyj",1030099481533014016,2020-04-16 00:51:55,1250587695136505863,@MazzoleniJulio @msaludpy Y que paso del aislamiento a las personas con COVID 19 en albergues Ministro? Irá incrementando si no se hace eso,1.2418849307386552e+18
2020-04-16,910,0.9995829,2020-04-16 00:18:43,1250579339281862658,"El Pdte.@JuanOrlandoH, recorrió este miércoles la clínica instalada en el Polideportivo de la UNAH, que tendrá capacidad para atender 200 pacientes contagiados con #COVID19 en etapa intermedia.

#HondurasQuedateEnCasa
#TodosConMascarilla
⬇️ ⬇️ ⬇️ https://t.co/LqUu4zuZrE",1145775630,2020-04-16 00:55:28,1250588586086367232,@Presidencia_HN @JuanOrlandoH @HCHTelevDigital @radiohrn @HoyMismoTSI @diarioelheraldo @elpaishn @LaTribunahn @TPHONDURAS @teleceibacanal7 @Canal6Honduras @LNC_Honduras Excelente aporte del presidente Juan Orlando Hernández todos contra el covid19,1.1522512285686579e+18
2020-04-16,666,0.9220389,2020-04-16 00:47:46,1250586649198813184,"Venezuela asegura haber realizado más de 220 000 pruebas de descarte de #COVIDー19 
https://t.co/mZ5yhW9vQf",66746614,2020-04-16 00:56:30,1250588846514933760,@larepublica_pe Es descarte de embarazo!!!! Lo pintaron  de covid-19 🤣🤣🤣,1.0235466417715732e+18
2020-04-16,6,0.99999154,2020-04-16 00:33:28,1250583051312250881,"Panorama en México 15 de abril 2020: 5,847 casos confirmados, 11,717 sospechosos, 25,138 negativos y 449 defunciones. Se ha estudiado a 42,702 personas. De casos confirmados, 3,761 (64.32%) han sido leves y 2,086 (35.68%) han requerido hospitalización por #COVID19. https://t.co/94GTJfHzRg",1154180084078501888,2020-04-16 00:57:03,1250588984423723008,"@HLGatell @SSalud_mx Esto pasa cuando no comunican a tiempo, ustedes están contribuyendo a la desinformación! 
https://t.co/QostA68kWh",79074748.0
2020-04-16,462,0.9998922,2020-04-16 00:53:05,1250587987685052418,"Tres pacientes que padecieron #COVID19 recibieron el alta esta tarde, tras someterse al aislamiento y tratamiento aplicado por personal de salud. Se trata de dos hombres y una mujer que retornan a sus hogares en condiciones saludables, dijo el ministro de @SaludSV, @FranAlabi. https://t.co/vNz2cA5iOh",1181247310401015808,2020-04-16 00:58:26,1250589332362203138,"@SecPrensaSV @FranAlabi @SaludSV Excelente noticia, estas personas deben tener mucho cuidado porque hay casos en los cuales un paciente recuperado puede infectarse nuevamente y dar positivo a Covid-19, no malinterpreten mi tuit (aclarando) no es que sean portadores sino que al igual que todos pueden infectarse..",1.2447964879277711e+18
2020-04-16,0,0.9999949,2020-04-16 00:45:37,1250586109035327489,"Informe #COVID19: hoy procesamos 379 muestras, 13 dieron positivo: 11 relacionados a casos confirmados y 2 sin nexo. 4 internados, el resto en aislamiento domiciliario. 7 nuevos recuperados, sumando así 30. Total de confirmados: 174. #QuedateEnCasa @msaludpy https://t.co/TlCnhNUnyj",1030099481533014016,2020-04-16 00:59:15,1250589539690860544,"@MazzoleniJulio @msaludpy Señores del ministerio de salud
Lleven les a esas gentes que están en sus casas que tienen el covid-19
Por que no respetan van surgiendo mas infectados..",1.2469722500977009e+18
2020-04-16,910,0.9995829,2020-04-16 00:18:43,1250579339281862658,"El Pdte.@JuanOrlandoH, recorrió este miércoles la clínica instalada en el Polideportivo de la UNAH, que tendrá capacidad para atender 200 pacientes contagiados con #COVID19 en etapa intermedia.

#HondurasQuedateEnCasa
#TodosConMascarilla
⬇️ ⬇️ ⬇️ https://t.co/LqUu4zuZrE",1145775630,2020-04-16 01:04:00,1250590735252033536,@Presidencia_HN @JuanOrlandoH @HCHTelevDigital @radiohrn @HoyMismoTSI @diarioelheraldo @elpaishn @LaTribunahn @TPHONDURAS @teleceibacanal7 @Canal6Honduras @LNC_Honduras Una gran labor habilitar estos lugares donde se atenderá a los enfermos de covid19,1.215309270142607e+18
2020-04-16,636,0.9997712,2020-04-16 01:03:00,1250590481677004801,#Noticia 🦠 Canadá apoya a Colombia en respuesta a la epidemia de COVID-19 https://t.co/CmMlAtMnA7 https://t.co/UuVI1dPLPx,371797057,2020-04-16 01:05:14,1250591043197730823,"@MinSaludCol 3100 contagiados d 49 millones d 👫en 🇨🇴, falta 11 días para terminar la cuarentena, la cual dejo fue 1.contagiados y ☠️2. empresas y personas quebradas y endeudas. 3. desempleo. 4.hambre y desabastecimiento 5.falta de liquidez 6. bancos mas fuertes..d q sirvió si el covid sigue",1.241921120166654e+18
2020-04-16,910,0.9995829,2020-04-16 00:18:43,1250579339281862658,"El Pdte.@JuanOrlandoH, recorrió este miércoles la clínica instalada en el Polideportivo de la UNAH, que tendrá capacidad para atender 200 pacientes contagiados con #COVID19 en etapa intermedia.

#HondurasQuedateEnCasa
#TodosConMascarilla
⬇️ ⬇️ ⬇️ https://t.co/LqUu4zuZrE",1145775630,2020-04-16 01:05:37,1250591141206151172,@Presidencia_HN @JuanOrlandoH @HCHTelevDigital @radiohrn @HoyMismoTSI @diarioelheraldo @elpaishn @LaTribunahn @TPHONDURAS @teleceibacanal7 @Canal6Honduras @LNC_Honduras Nuestras autoridades trabajan día a día para poder combatir el COVID 19,8.657494809556622e+17
2020-04-16,0,0.9999949,2020-04-16 00:45:37,1250586109035327489,"Informe #COVID19: hoy procesamos 379 muestras, 13 dieron positivo: 11 relacionados a casos confirmados y 2 sin nexo. 4 internados, el resto en aislamiento domiciliario. 7 nuevos recuperados, sumando así 30. Total de confirmados: 174. #QuedateEnCasa @msaludpy https://t.co/TlCnhNUnyj",1030099481533014016,2020-04-16 01:06:11,1250591282281492484,"@MazzoleniJulio @msaludpy lograron recuperarse los 30  pacientes de Covid-19?  Qué medicamentos le suministran?  Con vitaminas ,  cuáles?  Por qué nunca muestran el supuesto monitoreo a pacientes de Covid-19?  Por qué jamás muestran los sanatorios donde supuestamente están internados  ?",782785020.0
2020-04-16,0,0.9999949,2020-04-16 00:45:37,1250586109035327489,"Informe #COVID19: hoy procesamos 379 muestras, 13 dieron positivo: 11 relacionados a casos confirmados y 2 sin nexo. 4 internados, el resto en aislamiento domiciliario. 7 nuevos recuperados, sumando así 30. Total de confirmados: 174. #QuedateEnCasa @msaludpy https://t.co/TlCnhNUnyj",1030099481533014016,2020-04-16 01:09:50,1250592200544718848,"@MazzoleniJulio @msaludpy Cómo lograron recuperarse los 30  pacientes de Covid-19?  Qué medicamentos le suministran?  Con vitaminas ,  cuáles?  Por qué nunca muestran el supuesto monitoreo a pacientes de Covid-19?  Por qué jamás muestran los sanatorios donde supuestamente están internados  ?",782785020.0
2020-04-16,141,0.9997906,2020-04-16 00:05:03,1250575897687666694,Ministerio de Trabajo analiza suspensión laboral de tres meses y sin sueldo en medio de la crisis por COVID-19. ► https://t.co/ShNOxSLa5j https://t.co/PhCdeBl8fj,8225692,2020-04-16 01:10:09,1250592281087881216,"@eluniversocom y yo que pensaba que el COVID-19  afectaba sólo a los pulmones, al parecer tambien afecta al cerebro... y orando para que el sentido comun de los dirigentes de este pais.. comience a operar!!! VALOR  ciudadanos🤦‍♀️!!",112913262.0
2020-04-16,300,0.9998468,2020-04-16 00:46:51,1250586418948329475,"En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",77372998,2020-04-16 01:15:50,1250593712998154248,"@omarfayad RT omarfayad  En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",1.1890323020070175e+18
2020-04-16,300,0.9998468,2020-04-16 00:46:51,1250586418948329475,"En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",77372998,2020-04-16 01:15:58,1250593746934251521,"@omarfayad RT omarfayad  En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",1.2298817371881226e+18
2020-04-16,3747,0.6690471,2020-04-16 00:35:24,1250583534575779842,"#Espectáculos: ¿Carlos Rivera de cantante a chef?, después de estar atravesando por la cuarentena mundial causada por el Covid-19, el cantante mexicano comentó que ha descubierto que también es bueno en otras actividades como la cocina.
https://t.co/CSYGiBf4lJ",18461620,2020-04-16 01:16:05,1250593775598161927,"@PeriodicoZocalo @Online_Rivera #Espectáculos: ¿Carlos Rivera de cantante a chef?, después de estar atravesando por la cuarentena mundial causada por el Covid-19, el cantante mexicano comentó que ha descubierto que también es bueno en otras actividades como la cocina.
https://t.co/vJaoiP4KZY",1.1426826078445158e+18
2020-04-16,6,0.99999154,2020-04-16 00:33:28,1250583051312250881,"Panorama en México 15 de abril 2020: 5,847 casos confirmados, 11,717 sospechosos, 25,138 negativos y 449 defunciones. Se ha estudiado a 42,702 personas. De casos confirmados, 3,761 (64.32%) han sido leves y 2,086 (35.68%) han requerido hospitalización por #COVID19. https://t.co/94GTJfHzRg",1154180084078501888,2020-04-16 01:16:06,1250593777531654145,"@HLGatell Me gustaría que también hablara de la tasa de letalidad en México y la proyección que se prevé.
Lo anterior tomando en cuenta que actualmente México es el No. 1 en obesidad adulta y sobrepeso, factores importantes para las complicaciones del Covid-19. https://t.co/Le7yd0WhgE",1.1908553457547715e+18
2020-04-16,1839,0.851051,2020-04-16 00:19:42,1250579583470055425,"Ahora sí lo escuché todo, venezolanos, nicaragüenses y colombianos no se sienten seguros en #Panamá x la gran cantidad de casos de #COVIDー19 y xq no hay trabajo y piden ser repatriados https://t.co/crgPfLyZ2O",260451004,2020-04-16 01:18:56,1250594492874403840,@thaisilean Gracias Covid,2388096248.0
2020-04-16,55,1.0000001,2020-04-16 00:26:29,1250581294574194688,"Por instrucciones de @Claudiashein solicitan a todos los empleados de la red hospitalaria “su consentimiento para donar parte de su salario, el cual se aplicará vía descuento de nómina con la finalidad de contribuir a la lucha contra #Covid_19mx‼️🤬 #ALV https://t.co/CUnToerYMK",74025673,2020-04-16 01:19:23,1250594606862884864,@laishawilkins @Claudiashein Osea como aparte de no darles equipo médico para el covid19 tener el riego de contagiarse aparte tienen que di ar de sus sueldo como se le llama a eso ....................... Yo le llamaría poca madre !!,589499008.0
2020-04-16,161,0.9989504,2020-04-16 01:11:56,1250592728959811584,Que asesores consideran que los brazaletes son un símbolo que sirva para estas épocas??,141273706,2020-04-16 01:20:00,1250594761091584000,"@LuciaDammert Otra vez Alessandri! Parece edecán y lo de los brazaletes...bueno, quizás sean mascarillas de emergencia.Covid uber alles!",435092228.0
2020-04-16,146,0.9997622,2020-04-16 01:17:41,1250594178188402689,Gracias a las autoridades de la UNAH por poner a disposición del pueblo hondureño su Polideportivo; 200 camas médicas han sido instaladas para atender a pacientes con covid-19. https://t.co/liQyx2H82r,58244743,2020-04-16 01:20:30,1250594884970479617,@JuanOrlandoH @Abriendo_Brecha @tunota_com @TSiHonduras @diarioelheraldo @LaTribunahn @elpaishn @Revista_EyN @RevistaSumma @radiohrn Muchas gracias a todos los hondureños cooperadores en la lucha contra el covid19 #TodosConMascarilla,1.2374680091549123e+18
2020-04-16,16,0.99999976,2020-04-16 00:58:28,1250589340016705537,"Que dice López-Gatell, de una manera elegantísima, que los materiales que denuncian los gobernadores del PAN son de apoyo a servicios de bajo riesgo, no de atención clínica al Covid-19. 

Dejen de difamar. Entiendan, atiendan. Escuchen.",347524111,2020-04-16 01:20:31,1250594890234204161,"@abrahamendieta Lo que necesitan son materiales para COVID! 

Nadie pidió equipo para servicios de bajo riesgo... no estas viendo que estamos en situación de ALTO RIESGO!",67731941.0
2020-04-16,910,0.9995829,2020-04-16 00:18:43,1250579339281862658,"El Pdte.@JuanOrlandoH, recorrió este miércoles la clínica instalada en el Polideportivo de la UNAH, que tendrá capacidad para atender 200 pacientes contagiados con #COVID19 en etapa intermedia.

#HondurasQuedateEnCasa
#TodosConMascarilla
⬇️ ⬇️ ⬇️ https://t.co/LqUu4zuZrE",1145775630,2020-04-16 01:21:00,1250595014276714496,@Presidencia_HN @JuanOrlandoH @HCHTelevDigital @radiohrn @HoyMismoTSI @diarioelheraldo @elpaishn @LaTribunahn @TPHONDURAS @teleceibacanal7 @Canal6Honduras @LNC_Honduras Esta capacidad de atención para pacientes específicos de COVID-19 será muy bueno para el pais,1.2497591507472876e+18
2020-04-16,146,0.9997622,2020-04-16 01:17:41,1250594178188402689,Gracias a las autoridades de la UNAH por poner a disposición del pueblo hondureño su Polideportivo; 200 camas médicas han sido instaladas para atender a pacientes con covid-19. https://t.co/liQyx2H82r,58244743,2020-04-16 01:21:53,1250595232972001280,@JuanOrlandoH @Abriendo_Brecha @tunota_com @TSiHonduras @diarioelheraldo @LaTribunahn @elpaishn @Revista_EyN @RevistaSumma @radiohrn Damos gracias a las autoridades de la unah por esta solidaria acción para así tener espacios para atender a los enfermos del covid19 #TodosConMascarilla,1.2374496494070907e+18
2020-04-16,300,0.9998468,2020-04-16 00:46:51,1250586418948329475,"En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",77372998,2020-04-16 01:23:17,1250595585733902339,"@omarfayad RT omarfayad  En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",1.2430151237925478e+18
2020-04-16,6,0.99999154,2020-04-16 00:33:28,1250583051312250881,"Panorama en México 15 de abril 2020: 5,847 casos confirmados, 11,717 sospechosos, 25,138 negativos y 449 defunciones. Se ha estudiado a 42,702 personas. De casos confirmados, 3,761 (64.32%) han sido leves y 2,086 (35.68%) han requerido hospitalización por #COVID19. https://t.co/94GTJfHzRg",1154180084078501888,2020-04-16 01:23:32,1250595650263187456,"@HLGatell Me gustaría que también hablara de la tasa de letalidad en México y la proyección que se prevé.
Lo anterior tomando en cuenta que actualmente México es el No. 2 en obesidad adulta y sobrepeso, factores importantes para las complicaciones del Covid-19. https://t.co/7fuRXVphXS",1.1908553457547715e+18
2020-04-16,146,0.9997622,2020-04-16 01:17:41,1250594178188402689,Gracias a las autoridades de la UNAH por poner a disposición del pueblo hondureño su Polideportivo; 200 camas médicas han sido instaladas para atender a pacientes con covid-19. https://t.co/liQyx2H82r,58244743,2020-04-16 01:24:25,1250595871806435329,@JuanOrlandoH @Abriendo_Brecha @tunota_com @TSiHonduras @diarioelheraldo @LaTribunahn @elpaishn @Revista_EyN @RevistaSumma @radiohrn Mil gracias a los de la unah por habilitar el polideportivo de sus instalaciones para ayudar a los enfermos del covid19 juntos podemos lograrlo #TodosConMascarilla,1.2372051244157174e+18
2020-04-16,141,0.9997906,2020-04-16 00:05:03,1250575897687666694,Ministerio de Trabajo analiza suspensión laboral de tres meses y sin sueldo en medio de la crisis por COVID-19. ► https://t.co/ShNOxSLa5j https://t.co/PhCdeBl8fj,8225692,2020-04-16 01:24:49,1250595974403313664,@eluniversocom Hay dos males.. El covid19 y este Gobierno que no sirve para nada.... No dejaron nada para emergencia todo se lo ROBARON q infelices,199117298.0
2020-04-16,161,0.9989504,2020-04-16 01:11:56,1250592728959811584,Que asesores consideran que los brazaletes son un símbolo que sirva para estas épocas??,141273706,2020-04-16 01:27:37,1250596675980193793,@LuciaDammert ..es que..??..la verdad es que no entiendo esa ridiculez que tienen en el brazo sumado a tanta palabra sin fondo ni peso y menos coherencia !!..covid19..por favor no te hagas el sordo y visitalos a todos !!,9.646685363114189e+17
2020-04-16,300,0.9998468,2020-04-16 00:46:51,1250586418948329475,"En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",77372998,2020-04-16 01:28:26,1250596884458156032,"@omarfayad RT @omarfayad En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",2916934288.0
2020-04-16,300,0.9998468,2020-04-16 00:46:51,1250586418948329475,"En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa",77372998,2020-04-16 01:28:45,1250596963239841792,"@omarfayad RT @omarfayad En Hidalgo se reportan 64 casos de #COVID19, 42 casos sospechosos y 12 defunciones de acuerdo a la información del Instituto de Diagnóstico y Referencia Epidemiológicos #InDRE. #QuedateEnCasa https://t.co/eMAPy6oeGg",2916934288.0
2020-04-16,146,0.9997622,2020-04-16 01:17:41,1250594178188402689,Gracias a las autoridades de la UNAH por poner a disposición del pueblo hondureño su Polideportivo; 200 camas médicas han sido instaladas para atender a pacientes con covid-19. https://t.co/liQyx2H82r,58244743,2020-04-16 01:29:25,1250597129481007104,@JuanOrlandoH @Abriendo_Brecha @tunota_com @TSiHonduras @diarioelheraldo @LaTribunahn @elpaishn @Revista_EyN @RevistaSumma @radiohrn muy bueno que la universidad autónoma haya puesto a su disposición presidente este polideportivo para albergar pacientes con covid-19,1.1916037734011822e+18
